
20200121_124456	80.232.215.10	Syntesa 	 TXT	

20200121_124501	80.232.215.10	Syntesa 	 PDF	
	

20200122_090231	37.48.48.142	ELISA 	 PDF	

20200122_104832	80.232.215.10	ELISA 	 PDF	

20200122_105242	80.232.215.10	ELISA 	 PDF	

20200122_101153	108.176.22.218	ELISA 	 XLSX	

20200122_101307	108.176.22.218	ELISA 	 XLSX	

20200122_101456	108.176.22.218	ELISA 	 XLSX	

20200122_104909	108.176.22.218	ELISA 	 XLSX	

20200122_105706	108.176.22.218	ELISA 	 XLSX	

20200122_110009	108.176.22.218	ELISA 	 XLSX	

20200122_110216	108.176.22.218	ELISA 	 PDF	

20200122_110340	108.176.22.218	ELISA 	 PDF	

20200122_110444	108.176.22.218	ELISA 	 PDF	

20200122_110912	108.176.22.218	ELISA 	 XLSX	

20200122_111226	108.176.22.218	ELISA 	 XLSX	

20200124_113936	80.232.215.10	ELISA 	 PDF	

20200124_114417	80.232.215.10	ELISA 	 PDF	

20200128_094023	195.113.123.86	ELISA 	 PDF	

20200128_094054	195.113.123.86	ELISA 	 PDF	

20200128_094131	195.113.123.86	ELISA 	 PDF	

20200128_095318	195.113.123.86	ELISA 	 PDF	

20200128_095344	195.113.123.86	ELISA 	 PDF	

20200128_121953	80.232.215.10	ELISA 	 PDF	

20200131_110010	80.232.215.10	ELISA 	 PDF	

20200131_115036	80.232.215.10	ELISA 	 PDF	

20200131_115335	80.232.215.10	ELISA 	 PDF	

20200131_122856	109.105.54.20	ELISA 	 PDF	

20200131_123004	109.105.54.20	ELISA 	 PDF	

20200203_092728	80.232.215.10	ELISA 	 PDF	

20200203_092749	80.232.215.10	ELISA 	 PDF	

20200203_093146	80.232.215.10	ELISA 	 PDF	

20200205_105621	195.146.148.74	ELISA 	 PDF	

20200205_105823	195.146.148.74	ELISA 	 PDF	

20200205_105901	195.146.148.74	ELISA 	 PDF	

20200205_110120	195.146.148.74	ELISA 	 PDF	

20200207_104113	80.232.215.10	ELISA 	 PDF	

20200207_104412	80.232.215.10	ELISA 	 PDF	

20200211_112217	80.232.215.10	ELISA 	 PDF	

20200211_023558	159.237.165.39	ELISA 	 PDF	

20200211_023723	159.237.165.39	ELISA 	 PDF	

20200211_024054	159.237.165.39	ELISA 	 PDF	

20200214_103714	80.232.215.10	ELISA 	 PDF	

20200214_103839	80.232.215.10	ELISA 	 PDF	

20200214_110816	80.232.215.10	ELISA 	 PDF	

20200218_011647	195.146.148.74	ELISA 	 PDF	

20200218_011720	195.146.148.74	ELISA 	 PDF	

20200218_012437	195.146.148.74	ELISA 	 PDF	

20200218_013402	195.146.148.74	ELISA 	 PDF	

20200218_013733	195.146.148.74	ELISA 	 PDF	

20200219_070727	195.146.148.74	ELISA 	 PDF	

20200219_073048	195.146.148.74	ELISA 	 PDF	

20200219_074105	195.146.148.74	ELISA 	 PDF	

20200219_100212	195.113.123.86	ELISA 	 PDF	

20200219_113957	80.232.215.10	ELISA 	 PDF	

20200219_114037	80.232.215.10	ELISA 	 PDF	

20200219_024529	80.188.131.162	ELISA 	 PDF	

20200220_102800	80.188.131.162	Syntesa 	 PDF	

20200220_102955	80.188.131.162	Syntesa 	 XLSX	

20200220_103058	80.188.131.162	Syntesa 	 PDF	

20200220_103155	80.188.131.162	Syntesa 	 TXT	

20200220_104318	80.188.131.162	ELISA 	 XLSX	

20200220_104425	80.188.131.162	ELISA 	 XLSX	

20200220_104506	80.188.131.162	ELISA 	 XLSX	

20200220_104634	80.188.131.162	ELISA 	 XLSX	

20200220_104700	80.188.131.162	ELISA 	 XLSX	

20200220_105123	80.188.131.162	ELISA 	 PDF	

20200220_105210	80.188.131.162	ELISA 	 PDF	

20200220_105238	80.188.131.162	ELISA 	 PDF	

20200220_105345	80.188.131.162	Syntesa 	 PDF	

20200220_105613	80.188.131.162	Syntesa 	 XLSX	

20200220_112524	109.105.54.20	ELISA 	 PDF	

20200220_014300	80.188.131.162	Syntesa 	 PDF	

20200220_014442	80.188.131.162	Syntesa 	 XLSX	

20200220_014512	80.188.131.162	Syntesa 	 PDF	

20200221_111632	80.232.215.10	ELISA 	 PDF	

20200221_112002	80.232.215.10	ELISA 	 PDF	

20200225_112120	80.232.215.10	ELISA 	 PDF	

20200226_120748	80.188.131.162	Syntesa 	 PDF	

20200226_015338	80.188.131.162	Syntesa 	 PDF	

20200228_013550	80.232.215.10	ELISA 	 PDF	

20200228_013838	80.232.215.10	ELISA 	 PDF	

20200303_011406	80.232.215.10	ELISA 	 PDF	

20200304_110046	195.146.148.74	ELISA 	 PDF	

20200304_121005	195.146.148.74	ELISA 	 PDF	

20200304_121428	195.146.148.74	ELISA 	 PDF	

20200306_093040	195.113.123.86	ELISA 	 PDF	

20200306_093959	109.105.54.20	ELISA 	 PDF	

20200306_111959	109.105.54.20	ELISA 	 PDF	

20200306_124722	80.232.215.10	ELISA 	 PDF	

20200309_102328	109.105.54.20	ELISA 	 PDF	

20200309_102729	109.105.54.20	ELISA 	 PDF	

20200310_110503	80.232.215.10	ELISA 	 PDF	

20200313_105136	80.232.215.10	ELISA 	 PDF	

20200317_123917	80.232.215.10	ELISA 	 PDF	

20200320_123206	80.232.215.10	ELISA 	 PDF	

20200320_123437	80.232.215.10	ELISA 	 PDF	

20200324_013422	109.105.54.20	ELISA 	 PDF	

20200324_013556	109.105.54.20	ELISA 	 PDF	

20200324_013922	109.105.54.20	ELISA 	 PDF	

20200324_014113	109.105.54.20	ELISA 	 PDF	

20200324_014230	109.105.54.20	ELISA 	 PDF	

20200324_014338	109.105.54.20	ELISA 	 PDF	

20200324_014424	109.105.54.20	ELISA 	 PDF	

20200324_014455	109.105.54.20	ELISA 	 PDF	

20200324_014534	109.105.54.20	ELISA 	 PDF	

20200324_014617	109.105.54.20	ELISA 	 PDF	

20200324_014636	109.105.54.20	ELISA 	 XLSX	

20200324_014711	109.105.54.20	ELISA 	 PDF	

20200324_014758	109.105.54.20	ELISA 	 PDF	

20200324_014842	109.105.54.20	ELISA 	 PDF	

20200324_014957	109.105.54.20	ELISA 	 PDF	

20200324_015030	109.105.54.20	ELISA 	 PDF	

20200324_015332	109.105.54.20	ELISA 	 PDF	

20200324_015448	109.105.54.20	ELISA 	 PDF	

20200324_015635	109.105.54.20	ELISA 	 PDF	

20200324_015709	109.105.54.20	ELISA 	 PDF	

20200324_015759	109.105.54.20	ELISA 	 PDF	

20200324_015840	109.105.54.20	ELISA 	 PDF	

20200324_020019	109.105.54.20	ELISA 	 PDF	

20200324_020148	109.105.54.20	ELISA 	 PDF	

20200324_020232	109.105.54.20	ELISA 	 PDF	

20200324_020343	109.105.54.20	ELISA 	 PDF	

20200324_020452	109.105.54.20	ELISA 	 PDF	

20200324_020534	109.105.54.20	ELISA 	 PDF	

20200324_022952	109.105.54.20	ELISA 	 PDF	

20200324_023033	109.105.54.20	ELISA 	 PDF	

20200324_023109	109.105.54.20	ELISA 	 PDF	

20200324_023158	109.105.54.20	ELISA 	 PDF	

20200324_023232	109.105.54.20	ELISA 	 PDF	

20200324_023313	109.105.54.20	ELISA 	 PDF	

20200324_023345	109.105.54.20	ELISA 	 PDF	

20200324_023446	109.105.54.20	ELISA 	 PDF	

20200324_023506	109.105.54.20	ELISA 	 PDF	

20200324_023539	109.105.54.20	ELISA 	 PDF	

20200324_023626	109.105.54.20	ELISA 	 PDF	

20200324_023729	109.105.54.20	ELISA 	 PDF	

20200324_023817	109.105.54.20	ELISA 	 PDF	

20200324_023849	109.105.54.20	ELISA 	 PDF	

20200324_023921	109.105.54.20	ELISA 	 PDF	

20200324_023951	109.105.54.20	ELISA 	 PDF	

20200324_024046	109.105.54.20	ELISA 	 PDF	

20200324_024118	109.105.54.20	ELISA 	 PDF	

20200324_024410	109.105.54.20	ELISA 	 PDF	

20200324_025428	109.105.54.20	ELISA 	 PDF	

20200324_025458	109.105.54.20	ELISA 	 PDF	

20200324_025543	109.105.54.20	ELISA 	 PDF	

20200324_025723	109.105.54.20	ELISA 	 PDF	

20200324_025802	109.105.54.20	ELISA 	 PDF	

20200324_025836	109.105.54.20	ELISA 	 PDF	

20200324_025907	109.105.54.20	ELISA 	 PDF	

20200324_030000	109.105.54.20	ELISA 	 PDF	

20200324_030045	109.105.54.20	ELISA 	 PDF	

20200324_030116	109.105.54.20	ELISA 	 PDF	

20200324_030153	109.105.54.20	ELISA 	 PDF	

20200326_123807	195.113.123.86	ELISA 	 PDF	

20200327_121430	80.232.215.10	ELISA 	 PDF	

20200331_011611	109.105.54.20	ELISA 	 PDF	

20200331_011630	109.105.54.20	ELISA 	 PDF	

20200403_094908	195.146.148.74	ELISA 	 PDF	

20200403_095756	195.146.148.74	ELISA 	 PDF	

20200403_101205	195.146.148.74	ELISA 	 PDF	

20200403_101328	195.146.148.74	ELISA 	 PDF	

20200403_105330	195.146.148.74	ELISA 	 PDF	

20200403_105459	195.146.148.74	ELISA 	 PDF	

20200403_120227	80.232.215.10	ELISA 	 PDF	

20200407_124611	80.232.215.10	ELISA 	 PDF	

20200409_123821	80.232.215.10	ELISA 	 PDF	

20200414_115535	80.232.215.10	ELISA 	 PDF	

20200414_115604	80.232.215.10	ELISA 	 PDF	

20200417_105517	80.232.215.10	ELISA 	 PDF	

20200417_113519	80.232.215.10	ELISA 	 PDF	

20200421_105813	80.232.215.10	ELISA 	 PDF	

20200424_124025	80.232.215.10	ELISA 	 PDF	

20200430_123258	80.232.215.10	ELISA 	 PDF	

20200508_022812	80.232.215.10	ELISA 	 PDF	

20200508_023033	80.232.215.10	ELISA 	 PDF	

20200508_023149	80.232.215.10	ELISA 	 PDF	

20200511_103841	195.146.148.74	ELISA 	 PDF	

20200511_104833	195.146.148.74	ELISA 	 PDF	

20200511_123701	195.146.148.74	ELISA 	 PDF	

20200511_123750	195.146.148.74	ELISA 	 PDF	

20200511_012533	195.146.148.74	ELISA 	 PDF	

20200511_013224	195.146.148.74	ELISA 	 PDF	

20200512_043325	172.20.11.22	ELISA 	 PDF	

20200512_043432	172.20.11.22	ELISA 	 XLSX	

20200513_112401	80.232.215.10	ELISA 	 PDF	

20200515_124129	80.232.215.10	ELISA 	 PDF	

20200515_124529	80.232.215.10	ELISA 	 PDF	

20200519_120928	80.232.215.10	ELISA 	 PDF	

20200521_124731	80.232.215.10	ELISA 	 PDF	

20200525_011824	195.146.148.74	ELISA 	 PDF	

20200525_011831	195.146.148.74	ELISA 	 PDF	

